Date,Name of customer,Title,Device,Tasks classification,Ticket id,Assigned to,Assisted by,Description
2024-09-10 17:59:18,Damak Reference Lab (DRL),Issue in control,BA200,Application,#3754752,Pradip Baral,N/A,
2025-12-01 09:36:38,Damak Reference Lab (DRL),mcv issue,H33s,Break Down Call (On Site),#1733885669,Pradip Baral,N/A,
2025-02-13 11:17:53,Damak Reference Lab (DRL),PMS OF BA200,BA200,PMS,#1733884262,Pradip Baral,N/A,
2025-08-14 11:18:59,Damak Reference Lab (DRL),PMS of the machine,BA200,PMS,#1733885191,Pradip Baral,N/A,
2025-05-06 18:00:37,Damak Reference Lab (DRL),PMS of the machine,BA200,PMS,#1733884665,Pradip Baral,N/A,
2024-10-30 17:40:21,Damak Reference Lab (DRL),Power error,BTS350,Break Down Calls,#9442217,Pradip Baral,N/A,
2024-09-22 14:56:20,Damak Reference Lab (DRL),Reagent position error on BA200,BA200,Break Down Calls,#8628582,Pradip Baral,N/A,
2024-12-24 11:06:52,Damak Reference Lab (DRL),Rotor overflow issue,BA200,Break Down Calls,#1733883980,Pradip Baral,N/A,
2025-06-08 11:47:21,Damak Reference Lab (DRL),TP calibration,BA200,Break Down Call (On Site),#1733884814,Pradip Baral,N/A,
2024-12-22 18:21:25,Damak Reference Lab (DRL),water tank impossible to fill,BA200,Break Down Calls,#1733883975,Pradip Baral,N/A,
2024-11-26 15:41:10,Damak Reference Lab (DRL),PMS of BA200 at Damak Reference Lab,BA200,PMS,#1732614970,Pradip Baral,N/A,
2025-08-28 12:18:55,Damak Reference Lab (DRL),BTS350 issue,BTS350,Break Down Call (On Site),#1733885249,Pradip Baral,N/A,
2025-07-01 22:16:33,Damak Reference Lab (DRL),qc issue,BA200,Break Down Call (On Site),#1733884956,Pradip Baral,N/A,
2024-06-27 10:05:56,Dhading Hospital,Breakdown call ,SWT5,Break Down Calls,#5727605,N/A,N/A,
2025-09-24 11:10:57,Dhading Hospital,"PA3 pump not working, modes not working issue",SWT5,Break Down Call (On Site),#1733885405,Abiral Dulal,N/A,
2026-01-08 09:31:41,Dhading Hospital,PMS of the machine,SWT5,PMS,#1733885827,Sujan Babu Karki,N/A,
2025-01-21 17:46:40,Dhading Hospital,PMS of the machine,SWT5,PMS,#1733884141,Sujan Babu Karki,N/A,
2024-09-10 12:57:28,Dhading Hospital,PMS of the machine,SWT5,PMS,#7628462,Sujan Babu Karki,N/A,
2025-09-24 12:30:06,Dhading Hospital,Pump not working,SWT5,Break Down Call (On Site),#1733885409,Sujan Babu Karki,N/A,
2025-11-02 10:17:36,Dhulikhel Hospital,Washer aspiration issue,Liaison XL,Break Down Call (On Site),#1733885535,Samir Paudel,Abiral Dulal,
2025-08-21 09:30:17,Dhulikhel Hospital,ah 600 qc run,AH600,Out of Warranty Visit,#1733885223,Abiral Dulal,Sujan Babu Karki,
2025-03-13 10:51:00,Dhulikhel Hospital,alexator diode issue,AlexStar Red Edition,Installation,#1733884437,Sujan Babu Karki,Prasanna Sigdel,
2024-07-28 17:24:09,Dhulikhel Hospital,"Alt,Gpt reagent issue",BA400,Break Down Calls,#7883458,Sujan Babu Karki,N/A,
2024-09-19 13:12:13,Dhulikhel Hospital,Application Issue,BA400,Break Down Calls,#3851882,Samir Paudel,Nishen Adhikari,
2025-07-06 17:49:04,Dhulikhel Hospital,Assay RFID error,Liaison XL,Break Down Call (On Call),#1733884982,Prabhakar Neupane,N/A,
2024-05-20 10:19:55,Dhulikhel Hospital,BA400  STIRRER 2 HOME SENSOR ERROR.,BA400,Break Down Calls,#7081327,Sneha,N/A,Error on home sensor of stirrer 2.
2024-11-12 11:08:51,Dhulikhel Hospital,BA400 - Stirrer 1 Home Sensor Error,BA400,Break Down Calls,#1149033,Prabhakar Neupane,N/A,
2026-01-20 13:18:49,Dhulikhel Hospital,BA400 CHECK,BA400,Break Down Call (On Site),#1733885869,Abiral Dulal,Prabhakar Neupane,
2025-03-17 11:35:53,Dhulikhel Hospital,BA400 ISE calibration,BA400,Break Down Calls,#1733884460,Prabhakar Neupane,N/A,
2025-08-25 10:46:57,Dhulikhel Hospital,ba400 ise issue,BA400,Break Down Call (On Site),#1733885239,Samir Paudel,Abiral Dulal,
2025-03-25 22:03:18,Dhulikhel Hospital,BA400 ISE ISSUE,BA400,Break Down Calls,#1733884509,Prabhakar Neupane,N/A,
2025-07-21 16:19:45,Dhulikhel Hospital,BA400 ise module issue,BA400,Break Down Call (On Site),#1733885060,Prabhakar Neupane,Sujan Babu Karki,
2025-06-12 19:07:40,Dhulikhel Hospital,BA400 MAINTENANCE,BA400,Break Down Call (On Site),#1733884840,Prabhakar Neupane,Sujan Babu Karki,
2026-06-02 12:25:44,Dhulikhel Hospital,BA400 ROTOR ISSUE,BA400,Break Down Call (On Site),#1733886329,Sujan Babu Karki,Abiral Dulal,
2025-07-09 19:00:23,Dhulikhel Hospital,BA400 SENSOR ISSUE,BA400,Break Down Call (On Call),#1733884995,Prabhakar Neupane,N/A,
2025-04-18 22:28:03,Dhulikhel Hospital,ba400 stirrer issue,BA400,Break Down Calls,#1733884597,Prabhakar Neupane,N/A,
2024-09-04 11:17:52,Dhulikhel Hospital,BA400(ise) electrolyte issue,BA400,Application,#5642459,N/A,Nishen Adhikari,
2024-09-04 11:17:05,Dhulikhel Hospital,BA400(old) software issue,BA400,Break Down Calls,#9795459,N/A,Nishen Adhikari,
2025-02-21 16:46:47,Dhulikhel Hospital,Barcode Issue,BA400,Break Down Calls,#1733884330,Prabhakar Neupane,N/A,
2025-02-20 17:13:42,Dhulikhel Hospital,Barcode Issue,AH600,Break Down Calls,#1733884319,Prabhakar Neupane,N/A,
2025-02-13 17:53:29,Dhulikhel Hospital,barcode reading issue,AH600,Break Down Calls,#1733884269,Prabhakar Neupane,N/A,
2026-05-06 10:01:35,Dhulikhel Hospital,BD,Liaison XL,Break Down Call (On Site),#1733886238,Samir Paudel,N/A,
2026-04-29 09:46:21,Dhulikhel Hospital,BD,Liaison XL,Break Down Call (On Site),#1733886214,Abiral Dulal,Prabhakar Neupane,
2025-09-23 13:49:21,Dhulikhel Hospital,BD,Liaison XL,Break Down Call (On Site),#1733885397,Samir Paudel,N/A,
2024-09-15 10:03:09,Dhulikhel Hospital,Bilirubin issue,BA400,Application,#8852144,Prabhakar Neupane,N/A,
2025-12-18 10:56:12,Dhulikhel Hospital,Breakdown,BA400,Break Down Call (On Site),#1733885738,Abiral Dulal,N/A,
2024-07-17 09:37:18,Dhulikhel Hospital,Calibration failed,BA400,Break Down Calls,#6641875,Prabhakar Neupane,N/A,
2025-06-12 19:08:04,Dhulikhel Hospital,chamber transport issue,Liaison XL,Break Down Call (On Site),#1733884841,Prabhakar Neupane,Sujan Babu Karki,
2024-06-17 12:39:17,Dhulikhel Hospital,Chamber transport issue,Liaison XL,Break Down Calls,#7938987,Sujan Babu Karki,N/A,
2025-11-02 10:19:53,Dhulikhel Hospital,Changed reference electrode,BA400,Break Down Call (On Site),#1733885536,Samir Paudel,Abiral Dulal,
2025-08-21 09:32:45,Dhulikhel Hospital,check the machine operation,Futura RF30,Break Down Call (On Site),#1733885226,Sujan Babu Karki,Abiral Dulal,
2025-05-28 14:42:52,Dhulikhel Hospital,chromatographic column abnormal,AH600,Break Down Calls,#1733884765,Prabhakar Neupane,N/A,
2025-11-09 11:16:59,Dhulikhel Hospital,Cistern error,BA400,Break Down Call (On Call),#1733885579,Sujan Babu Karki,N/A,
2025-11-21 11:35:16,Dhulikhel Hospital,"CK-MB Valve abnormal, b2 pump not working",BA400,Break Down Call (On Site),#1733885627,Sujan Babu Karki,N/A,
2025-03-04 17:29:12,Dhulikhel Hospital,column change,AH600,Break Down Calls,#1733884402,Prabhakar Neupane,Sujan Babu Karki,
2025-02-25 17:21:55,Dhulikhel Hospital,cuvette not reach,Liaison XL,Break Down Calls,#1733884359,Prabhakar Neupane,N/A,
2024-12-30 13:36:47,Dhulikhel Hospital,cuvette stuck,Liaison XL,Break Down Calls,#1733884017,Prabhakar Neupane,Sujan Babu Karki,
2024-05-25 17:02:56,Dhulikhel Hospital,Device sensor issue,BA400,Follow-up(Observation),#1215365,Prabhakar Neupane,N/A,"Issue: collison issue,
customer restarted device and desktop, its working now, and under observation
"
2025-08-20 11:40:47,Dhulikhel Hospital,ELECTRODE change of BA400,BA400,Break Down Call (On Site),#1733885216,Sujan Babu Karki,Abiral Dulal,
2025-12-25 11:45:03,Dhulikhel Hospital,eppendorf freeze issue,F570,Break Down Call (On Site),#1733885771,Sujan Babu Karki,Samir Paudel,
2025-09-21 11:06:53,Dhulikhel Hospital,Ergodisc 165 issue,Ergodisc 165,Break Down Call (On Site),#1733885381,Sanu Kaji Tha,N/A,
2024-11-28 15:10:07,Dhulikhel Hospital,Ergodisc 165 issue,Ergodisc 165,Break Down Calls,#2337710,Sanu Kaji Tha,N/A,
2024-11-20 17:38:48,Dhulikhel Hospital,ergodisc training,Ergodisc 165,OnSite Visit,#5675103,Sanu Kaji Tha,N/A,
2024-11-17 15:24:59,Dhulikhel Hospital,Expired electrode of BA400,BA400,Break Down Calls,#5770064,N/A, Samir Paudel,
2025-08-25 10:47:59,Dhulikhel Hospital,exz6000 check,EXZ6000,Break Down Call (On Site),#1733885240,Abiral Dulal,Samir Paudel,
2025-06-01 09:46:34,Dhulikhel Hospital,EXZ6000 check,EXZ6000,Break Down Calls,#1733884771,Prabhakar Neupane,Sujan Babu Karki,
2026-05-31 12:09:00,Dhulikhel Hospital,exz6000 HGB MODULE CHANGE,EXZ6000,Break Down Call (On Site),#1733886320,Abiral Dulal,N/A,
2025-11-06 10:20:09,Dhulikhel Hospital,EXZ6000 ISSUE,EXZ6000,Break Down Call (On Site),#1733885554,Abiral Dulal,Sujan Babu Karki,
2025-05-25 18:45:17,Dhulikhel Hospital,exz6000 issue in result,EXZ6000,Break Down Calls,#1733884749,Prabhakar Neupane,Abiral Dulal,
2025-12-16 17:09:03,Dhulikhel Hospital,filter and column change,AH600,Break Down Call (On Site),#1733885731,Abiral Dulal,Pratikshya Budhathoki,
2025-01-17 16:52:33,Dhulikhel Hospital,filter change,Futura RF30,Break Down Calls,#1733884122,Samir Paudel,N/A,
2025-07-09 18:59:50,Dhulikhel Hospital,FILTER ISSUE,AH600,Break Down Call (On Call),#1733884994,Prabhakar Neupane,N/A,
2026-01-05 19:38:01,Dhulikhel Hospital,FLOAT SENSOR ISSUE,Liaison XL,N/A,#1733885815,Samir Paudel,N/A,
2025-06-27 13:38:06,Dhulikhel Hospital,float sensor switch changed,Liaison XL,Break Down Call (On Site),#1733884944,Abiral Dulal,N/A,
2025-12-17 13:50:29,Dhulikhel Hospital,fluidic pressure issue,AH600,Break Down Call (On Site),#1733885736,Samir Paudel,Abiral Dulal,
2025-09-23 13:51:14,Dhulikhel Hospital,"Freezer, laser, lab",F570,Break Down Call (On Site),#1733885399,Sujan Babu Karki,N/A,
2024-09-11 12:25:16,Dhulikhel Hospital,Fridge Power Supply Issue,F570,Break Down Calls,#7623161,Sujan Babu Karki,"Samir Paudel,",
2024-09-09 13:16:18,Dhulikhel Hospital,Fridge Power Supply Issue,F570,Break Down Calls,#1662477,Samir Paudel,N/A,
2025-01-23 17:47:48,Dhulikhel Hospital,front panel issue,Liaison XL,Break Down Calls,#1733884161,Prabhakar Neupane,N/A,
2024-09-20 18:24:50,Dhulikhel Hospital,Getein Reagent,Getein 1600,Application,#2604858,Samir Paudel,N/A,
2025-11-06 10:19:19,Dhulikhel Hospital,H51 ISSUE,H51,Break Down Call (On Site),#1733885553,Sujan Babu Karki,Abiral Dulal,
2024-08-27 17:29:19,Dhulikhel Hospital,H51 Result,H51,Break Down Calls,#8402778,Prabhakar Neupane,Sujan Babu Karki,
2025-01-21 17:43:28,Dhulikhel Hospital,HGB abnormal,EXZ6000,Break Down Call (On Site),#1733884138,Prabhakar Neupane,N/A,
2024-09-12 12:26:54,Dhulikhel Hospital,HGB abnormal,H51,Break Down Calls,#7263329,Samir Paudel,Sujan Babu Karki,
2024-09-16 14:15:17,Dhulikhel Hospital,Hgb blank abnormal,EXZ6000,Break Down Calls,#1615615,Prabhakar Neupane,N/A,
2025-11-06 15:55:41,Dhulikhel Hospital,HGB RESULT ISSUE,H51,Break Down Call (On Site),#1733885562,Sujan Babu Karki,Abiral Dulal,
2025-11-06 15:53:43,Dhulikhel Hospital,homa of wash station pump error,BA400,Break Down Call (On Site),#1733885559,Sujan Babu Karki,Abiral Dulal,
2026-01-07 14:01:28,Dhulikhel Hospital,home error,BA400,Break Down Call (On Site),#1733885823,Samir Paudel,Prabhakar Neupane,
2025-11-03 11:09:50,Dhulikhel Hospital,Home of wash station pump error,BA400,Break Down Call (On Site),#1733885546,Abiral Dulal,Sujan Babu Karki,
2024-09-18 12:31:58,Dhulikhel Hospital,Home sensor error,BA400,Break Down Calls,#3952928,N/A,N/A,
2024-06-25 10:19:02,Dhulikhel Hospital,Home sensor error,BA400,Break Down Calls,#5180441,N/A,N/A,
2025-02-02 17:13:24,Dhulikhel Hospital,inspection of ventilator,NKV 550,Break Down Calls,#1733884208,Prabhakar Neupane,Prasanna Sigdel,
2024-08-28 14:46:08,Dhulikhel Hospital,Installation of freeze,F570,Installation,#7024332,Sujan Babu Karki,"Shiwam Paudel,",
2026-01-07 14:01:00,Dhulikhel Hospital,Installation of machine,Z50,Installation,#1733885822,Samir Paudel,Prabhakar Neupane,
2024-12-16 13:43:41,Dhulikhel Hospital,Installation of machine,AH600,Installation,#1733883938,Prabhakar Neupane,Anu Shrestha,
2024-09-19 13:11:19,Dhulikhel Hospital,Installation of machine,Getein 1600,Installation,#9033284,Prabhakar Neupane,"SamirPaudel,",
2026-02-06 10:27:13,Dhulikhel Hospital,Installation of machine BA200,BA200,Installation,#1733885933,Sujan Babu Karki,Sneha Munankami,
2024-11-05 14:38:30,Dhulikhel Hospital,intialization failed,H51,Break Down Calls,#3362001,Samir Paudel,Sujan Babu Karki,
2025-07-22 22:22:42,Dhulikhel Hospital,ise issue,BA400,Break Down Call (On Site),#1733885063,Sujan Babu Karki,Abiral Dulal,
2024-09-05 15:06:51,Dhulikhel Hospital,ISE Model Issue,BA400,Break Down Calls,#1763528,Prabhakar Neupane,Sujan Babu Karki,"ISE, drift issue"
2024-07-21 13:43:35,Dhulikhel Hospital,ISE Model Issue,BA400,Break Down Calls,#7613399,Sujan Babu Karki,N/A,
2024-07-03 16:38:42,Dhulikhel Hospital,ISE packup reading issue,BA400,Break Down Calls,#4891165,Prabhakar Neupane,N/A,
2025-08-05 22:26:39,Dhulikhel Hospital,issue in ah600,AH600,Break Down Call (On Site),#1733885142,Abiral Dulal,N/A,
2025-03-11 20:10:18,Dhulikhel Hospital,issue in AH600,AH600,Break Down Calls,#1733884430,Prabhakar Neupane,N/A,
2025-05-22 22:22:07,Dhulikhel Hospital,ISSUE IN AH600 CONTROL,AH600,Break Down Calls,#1733884741,Sujan Babu Karki,Abiral Dulal,
2026-02-01 12:13:51,Dhulikhel Hospital,issue in BA400,BA400,Break Down Call (On Site),#1733885913,Abiral Dulal,N/A,
2026-01-05 19:37:05,Dhulikhel Hospital,issue in BA400,BA400,Break Down Call (On Site),#1733885814,Samir Paudel,N/A,
2025-07-30 13:51:00,Dhulikhel Hospital,issue in BA400,BA400,Break Down Call (On Site),#1733885112,Prabhakar Neupane,N/A,
2025-05-22 22:21:42,Dhulikhel Hospital,issue in BA400,BA400,Break Down Calls,#1733884740,Sujan Babu Karki,Abiral Dulal,
2025-04-28 20:44:16,Dhulikhel Hospital,ISSUE IN ba400,BA400,Break Down Calls,#1733884642,Sujan Babu Karki,Nishen Adhikari,
2025-03-14 16:32:19,Dhulikhel Hospital,issue in BA400,BA400,Break Down Calls,#1733884442,Sujan Babu Karki,N/A,
2025-01-31 17:51:38,Dhulikhel Hospital,ISSUE IN BA400,BA400,Break Down Calls,#1733884200,Samir Paudel,N/A,
2025-01-22 15:33:39,Dhulikhel Hospital,issue in BA400,BA400,Break Down Calls,#1733884147,Samir Paudel,N/A,
2024-10-16 15:10:40,Dhulikhel Hospital,issue in ba400,BA400,Break Down Calls,#7704447,N/A,N/A,
2024-08-27 17:27:55,Dhulikhel Hospital,Issue in BA400,BA400,Break Down Calls,#9300820,Prabhakar Neupane,Sujan Babu Karki,
2025-03-19 18:13:06,Dhulikhel Hospital,issue in ba400 ise,BA400,Break Down Calls,#1733884474,Prabhakar Neupane,N/A,
2025-01-07 18:14:52,Dhulikhel Hospital,issue in ba400 ise,BA400,Break Down Calls,#1733884073,Prabhakar Neupane,N/A,
2025-08-06 17:18:10,Dhulikhel Hospital,issue in H51,H51,Break Down Call (On Site),#1733885150,Abiral Dulal,Sujan Babu Karki,
2024-10-16 15:11:13,Dhulikhel Hospital,Issue in Liaison,Liaison,BreakDownCalls,#3119228,Prabhakar Neupane,"SujanBabuKarki,",
2025-08-29 14:01:37,Dhulikhel Hospital,issue in Liaison xl,Liaison XL,Break Down Call (On Site),#1733885254,Samir Paudel,Abiral Dulal,
2025-08-18 15:19:21,Dhulikhel Hospital,issue in Liaison xl,Liaison XL,Break Down Call (On Call),#1733885208,Samir Paudel,N/A,
2025-03-19 18:12:40,Dhulikhel Hospital,issue in Liaison xl,Liaison XL,Break Down Calls,#1733884473,Prabhakar Neupane,N/A,
2025-12-25 11:22:36,Dhulikhel Hospital,issue in lxl,Liaison XL,Break Down Call (On Site),#1733885770,Samir Paudel,Sujan Babu Karki,
2025-08-06 17:18:40,Dhulikhel Hospital,ISSUE IN RESULT,BA400,Break Down Call (On Site),#1733885151,Sujan Babu Karki,Abiral Dulal,
2026-01-06 17:28:19,Dhulikhel Hospital,issue in wash satation,BA400,Break Down Call (On Site),#1733885818,Abiral Dulal,Prabhakar Neupane,
2024-10-27 09:56:34,Dhulikhel Hospital,issue on chamber transport,Liaison,Break Down Calls,#3442001,Sujan Babu Karki,N/A,
2025-06-01 09:47:18,Dhulikhel Hospital,laser check,Lucid Q-PTP,Application Visit,#1733884773,Sujan Babu Karki,N/A,
2025-06-10 20:35:08,Dhulikhel Hospital,laser machine check,AlexStar Red Edition,Break Down Call (On Site),#1733884831,Sujan Babu Karki,N/A,
2024-07-11 14:59:19,Dhulikhel Hospital,Liaison BGW/LC high issue,Liaison,Break Down Calls,#1899488,N/A,N/A,BGW/LC-left/LC right high values.
2024-09-04 11:16:14,Dhulikhel Hospital,Liaison RLU result issue,Liaison,Break Down Calls,#6087878,Prabhakar Neupane,Pradeep Ghimire,
2025-06-01 09:46:59,Dhulikhel Hospital,Liaison software issue,Liaison XL,Break Down Calls,#1733884772,Prabhakar Neupane,N/A,
2024-05-12 11:08:28,Dhulikhel Hospital,Liaison System Overflow Issue,Liaison XL,Break Down Calls,#3002616,Sneha,N/A,Liaison System Overflow Issue. Guiding Online for device maintenance.
2025-08-28 12:19:38,Dhulikhel Hospital,Liaison xl issue,Liaison XL,Break Down Call (On Site),#1733885251,Samir Paudel,Abiral Dulal,
2025-07-22 22:22:17,Dhulikhel Hospital,Liaison xl issue,Liaison XL,Break Down Call (On Site),#1733885062,Samir Paudel,Sujan Babu Karki,
2025-04-28 17:58:03,Dhulikhel Hospital,Liaison xl issue,Liaison XL,Break Down Calls,#1733884641,Prabhakar Neupane,Sujan Babu Karki,
2025-04-18 22:28:27,Dhulikhel Hospital,Liaison xl issue,Liaison XL,N/A,#1733884598,Prabhakar Neupane,N/A,
2025-02-27 16:05:25,Dhulikhel Hospital,Liaison xl issue,Liaison XL,Break Down Calls,#1733884364,Sujan Babu Karki,"Nishen Adhikari,Sujan Babu Karki,",
2024-10-30 17:38:28,Dhulikhel Hospital,Liaison XL issue,Liaison XL,Break Down Calls,#8157776,Samir Paudel,Sujan Babu Karki,
2025-02-21 16:45:57,Dhulikhel Hospital,Liaison xl result fluctuation,Liaison XL,Break Down Calls,#1733884329,Prabhakar Neupane,N/A,
2025-01-02 17:12:47,Dhulikhel Hospital,lithium loading issue,BA400,Break Down Calls,#1733884045,N/A,Nishen Adhikari,
2025-08-20 11:41:48,Dhulikhel Hospital,LXL CHECK RESULT,Liaison XL,Break Down Call (On Site),#1733885217,Abiral Dulal,Sujan Babu Karki,
2024-07-30 10:02:54,Dhulikhel Hospital,LXL left pipettor error,Liaison XL,Break Down Calls,#4165185,Prabhakar Neupane,N/A,
2025-01-10 17:28:41,Dhulikhel Hospital,machine issue,Ergodisc 165,Break Down Calls,#1733884086,Sanu Kaji Tha,N/A,
2024-12-26 14:59:32,Dhulikhel Hospital,Optical Error,BA400,Break Down Calls,#1733884003,Abiral Dulal,N/A,
2025-11-19 12:36:23,Dhulikhel Hospital,optical module cleaning,EXZ6000,Break Down Call (On Site),#1733885616,Sujan Babu Karki,Abiral Dulal,
2026-01-13 09:35:56,Dhulikhel Hospital,overall all machine check,Liaison XL,Break Down Call (On Site),#1733885842,Samir Paudel,Prabhakar Neupane,
2026-01-29 21:58:21,Dhulikhel Hospital,overall check,Liaison XL,Break Down Call (On Site),#1733885905,Samir Paudel,N/A,
2025-11-28 09:33:33,Dhulikhel Hospital,overall check of the machines in department,BA400,Break Down Call (On Site),#1733885655,Sujan Babu Karki,Prasanna Sigdel,
2026-04-29 09:47:33,Dhulikhel Hospital,OVERALL FOLLOW UP,EXZ6000,Break Down Call (On Site),#1733886215,Abiral Dulal,Prabhakar Neupane,
2025-11-21 11:32:33,Dhulikhel Hospital,PCB Frequency convertor 230 V faulty,Centrifuge 5702/R,Break Down Call (On Site),#1733885626,Sujan Babu Karki,N/A,
2024-07-11 15:01:12,Dhulikhel Hospital,PMS,Liaison XL,PMS,#4961785,N/A,N/A,PMS
2024-11-17 15:26:27,Dhulikhel Hospital,PMS and baseline error of machine,BA400,PMS,#8873569,Samir Paudel,Pradeep Ghimire,
2025-09-28 13:52:22,Dhulikhel Hospital,PMS of  AlexStar Red Edition,AlexStar Red Edition,PMS,#1733885427,Sujan Babu Karki,N/A,
2025-04-28 17:55:54,Dhulikhel Hospital,pms of AH600,AH600,PMS,#1733884638,Prabhakar Neupane,N/A,
2025-01-12 14:16:53,Dhulikhel Hospital,PMS OF EXZ6000,EXZ6000,PMS,#1733884097,Prabhakar Neupane,N/A,
2025-07-27 14:01:12,Dhulikhel Hospital,PMS OF laser,AlexStar Red Edition,PMS,#1733885088,Sujan Babu Karki,Prasanna Sigdel,
2024-06-25 10:12:43,Dhulikhel Hospital,PMS of Liaison XL,Liaison XL,PMS,#7194780,Prabhakar Neupane,N/A,
2024-12-31 10:22:50,Dhulikhel Hospital,PMS of the cryocube freeze,F570,PMS,#1733884022,Sujan Babu Karki,N/A,
2025-10-17 17:05:11,Dhulikhel Hospital,pms of the machine,AlexStar Red Edition,Break Down Call (On Site),#1733885497,Sujan Babu Karki,N/A,
2025-07-27 14:01:41,Dhulikhel Hospital,PMS of the machine,AH600,PMS,#1733885089,Sujan Babu Karki,N/A,
2024-12-16 13:43:18,Dhulikhel Hospital,Pre Installation of machine,AH600,Pre Installation,#1733883937,Prabhakar Neupane,Sneha Munankami,
2025-02-04 18:01:04,Dhulikhel Hospital,PRESSURE ABNORMAL,AH600,Break Down Calls,#1733884219,Prabhakar Neupane,N/A,
2025-08-28 12:19:58,Dhulikhel Hospital,qc issue,AH600,Break Down Call (On Site),#1733885252,Abiral Dulal,N/A,
2025-10-17 17:02:58,Dhulikhel Hospital,qc lot manage,EXZ6000,Break Down Call (On Site),#1733885495,Abiral Dulal,N/A,
2025-02-16 17:30:44,Dhulikhel Hospital,qc result issue,AH600,Break Down Calls,#1733884289,Prabhakar Neupane,N/A,
2024-07-21 15:10:30,Dhulikhel Hospital,QC setup and overall device maintenance,EXZ6000,Application,#3728061,Prabhakar Neupane,N/A,
2025-11-06 15:54:17,Dhulikhel Hospital,RBC Chamber issue,EXZ6000,Break Down Call (On Site),#1733885560,Sujan Babu Karki,Abiral Dulal,
2025-11-03 11:11:23,Dhulikhel Hospital,RBC Chamber issue,EXZ6000,Break Down Call (On Site),#1733885547,Abiral Dulal,Sujan Babu Karki,
2024-07-22 11:12:23,Dhulikhel Hospital,Reagent arm one adjustment,BA400,Break Down Calls,#1514431,Prabhakar Neupane,N/A,
2024-11-08 17:46:16,Dhulikhel Hospital,Reagent integrity failure,Liaison XL,Break Down Calls,#7584811,Prabhakar Neupane,N/A,
2024-07-28 17:23:01,Dhulikhel Hospital,Reagent onboard expired,Liaison XL,Break Down Calls,#7505533,Samir Paudel,N/A,
2025-06-12 19:08:25,Dhulikhel Hospital,result cross check,EXZ6000,Break Down Call (On Site),#1733884842,Sujan Babu Karki,Nishen Adhikari,
2026-01-20 13:19:27,Dhulikhel Hospital,RESULT FLUCTUATION,Z50,Break Down Call (On Site),#1733885870,Prabhakar Neupane,Abiral Dulal,
2025-01-24 17:21:31,Dhulikhel Hospital,rotor issue,BA400,Break Down Calls,#1733884168,Samir Paudel,"Sujan Babu Karki,",
2024-05-22 10:32:53,Dhulikhel Hospital,Rotor overflow,BA400,Break Down Calls,#7877641,Prabhakar Neupane,N/A,"device name: BA400
Serial number: 834000632
issue: Rotor overflow, rejected baseline"
2026-01-04 13:11:51,Dhulikhel Hospital,Rotor overflow issue,BA400,Break Down Call (On Call),#1733885809,Samir Paudel,N/A,
2024-11-25 14:40:43,Dhulikhel Hospital,Sample probe issue,BA400,Break Down Calls,#2059964,Sujan Babu Karki, Nabin Bhandari,
2024-11-20 17:30:14,Dhulikhel Hospital,Sample result cross check,Liaison XL,OnSite Visit,#3411150,Prabhakar Neupane,N/A,
2025-11-19 12:35:36,Dhulikhel Hospital,Shifting of machine,BA400,Break Down Call (On Site),#1733885615,Abiral Dulal,Sujan Babu Karki,
2024-07-09 15:18:16,Dhulikhel Hospital,Slope Error,i-SMART 30,Break Down Calls,#2108624,Prabhakar Neupane,N/A,
2024-09-02 14:33:54,Dhulikhel Hospital,Software issue,BA400,Break Down Calls,#9634843,Prabhakar Neupane,N/A,
2025-01-20 15:18:03,Dhulikhel Hospital,software update,BA400,Break Down Calls,#1733884131,Prabhakar Neupane,"Samir Paudel,Shiwam Paudel,",
2024-07-28 17:22:04,Dhulikhel Hospital,Starter level communication error,Liaison XL,Break Down Calls,#9262533,Samir Paudel,N/A,
2024-06-04 17:25:22,Dhulikhel Hospital,Starter reading issue,Liaison XL,Follow-up(Observation),#7854874,Prabhakar Neupane,N/A,"Liaison XL,
Starter reading issue,"
2025-10-30 16:20:29,Dhulikhel Hospital,Taken Sample Pipettor,Liaison XL,Break Down Call (On Site),#1733885525,Samir Paudel,Abiral Dulal,
2025-08-22 13:57:33,Dhulikhel Hospital,Tip Eject fail,Liaison XL,Break Down Call (On Call),#1733885234,Samir Paudel,N/A,
2024-07-08 10:27:34,Dhulikhel Hospital,To check Ventilator,NKV 550,Application,#7492370,Pratikshya Budhathoki,N/A,
2024-07-08 09:55:07,Dhulikhel Hospital,To check Ventilator,NKV 550,Break Down Calls,#4282426,Prabhakar Neupane,N/A,
2024-08-25 17:08:08,Dhulikhel Hospital,To shift the machine,H51,Follow-up(Observation),#1378318,N/A,N/A,
2024-07-28 17:25:19,Dhulikhel Hospital,Urea reagent issue,BA400,Break Down Calls,#2119923,Sujan Babu Karki,N/A,
2025-06-01 09:48:30,Dhulikhel Hospital,Ventilator Issue,NKV 550,Break Down Calls,#1733884774,Prabhakar Neupane,Prasanna Sigdel,
2024-10-22 16:13:06,Dhulikhel Hospital,waste bottle calibration,BA400,Break Down Calls,#2792136,Sujan Babu Karki,Pradeep Ghimire,
2024-09-03 14:47:28,Dhulikhel Hospital,Water tank limit issue,BA400,Break Down Calls,#8807106,Prabhakar Neupane,"Pradeep Ghimire,",
2025-02-04 18:01:56,Dhulikhel Hospital,Wholebody Phototherapy check,Wholebody Phototherapy,OnSite Visit,#1733884220,Prabhakar Neupane,N/A,
